inflected_form	lemma	pos
coats	coat	verb
coats'	coat	noun
coauthor	coauthor	noun
coauthor's	coauthor	noun
coauthors	coauthor	noun
coauthors'	coauthor	noun
coax	coax	verb
coaxed	coax	verb
coaxes	coax	verb
coaxing	coax	verb
cob	cob	noun
cob's	cob	noun
cobalt	cobalt	noun
cobalt's	cobalt	noun
cobble	cobble	noun
cobble	cobble	verb
cobble's	cobble	noun
cobbled	cobble	verb
cobbler	cobbler	noun
cobbler's	cobbler	noun
cobblers	cobbler	noun
cobblers'	cobbler	noun
cobbles	cobble	noun
cobbles	cobble	verb
cobbles'	cobble	noun
cobblestone	cobblestone	noun
cobblestone's	cobblestone	noun
cobblestones	cobblestone	noun
cobblestones'	cobblestone	noun
cobbling	cobble	verb
cobol	cobol	noun
cobol's	cobol	noun
cobols	cobol	noun
cobols'	cobol	noun
cobra	cobra	noun
cobra's	cobra	noun
cobras	cobra	noun
cobras'	cobra	noun
cobs	cob	noun
cobs'	cob	noun
cobweb	cobweb	noun
cobweb's	cobweb	noun
cobwebs	cobweb	noun
cobwebs'	cobweb	noun
coca	coca	noun
coca's	coca	noun
cocaine	cocaine	noun
cocaine's	cocaine	noun
cocas	coca	noun
cocas'	coca	noun
cock	cock	noun
cock	cock	verb
cock's	cock	noun
cockatoo	cockatoo	noun
cockatoo's	cockatoo	noun
cockatoos	cockatoo	noun
cockatoos'	cockatoo	noun
cocked	cock	verb
cockerel	cockerel	noun
cockerel's	cockerel	noun
cockerels	cockerel	noun
cockerels'	cockerel	noun
cockfighting	cockfighting	noun
cockfighting's	cockfighting	noun
cockfightings	cockfighting	noun
cockfightings'	cockfighting	noun
cockier	cocky	adjective
cockiest	cocky	adjective
cocking	cock	verb
cockle	cockle	noun
cockle's	cockle	noun
cockles	cockle	noun
cockles'	cockle	noun
cockney	cockney	adjective
cockney	cockney	noun
cockney's	cockney	noun
cockneyer	cockney	adjective
cockneyest	cockney	adjective
cockneys	cockney	noun
cockneys'	cockney	noun
cockpit	cockpit	noun
cockpit's	cockpit	noun
cockpits	cockpit	noun
cockpits'	cockpit	noun
cockroach	cockroach	noun
cockroach's	cockroach	noun
cockroaches	cockroach	noun
cockroaches'	cockroach	noun
cocks	cock	noun
cocks	cock	verb
cocks'	cock	noun
cocktail	cocktail	noun
cocktail's	cocktail	noun
cocktails	cocktail	noun
cocktails'	cocktail	noun
cocky	cocky	adjective
coco	coco	noun
coco's	coco	noun
cocoa	cocoa	noun
cocoa's	cocoa	noun
cocoas	cocoa	noun
cocoas'	cocoa	noun
coconut	coconut	noun
coconut's	coconut	noun
coconuts	coconut	noun
coconuts'	coconut	noun
cocoon	cocoon	noun
cocoon	cocoon	verb
cocoon's	cocoon	noun
cocooned	cocoon	verb
cocooning	cocoon	verb
cocoons	cocoon	noun
cocoons	cocoon	verb
cocoons'	cocoon	noun
cocos	coco	noun
cocos'	coco	noun
cod	cod	noun
cod's	cod	noun
coda	coda	noun
coda's	coda	noun
codas	coda	noun
codas'	coda	noun
code	code	noun
code	code	verb
code's	code	noun
coded	code	verb
codeine	codeine	noun
codeine's	codeine	noun
coder	coder	noun
coder's	coder	noun
coders	coder	noun
coders'	coder	noun
codes	code	noun
codes	code	verb
codes'	code	noun
codification	codification	noun
codification's	codification	noun
codifications	codification	noun
codifications'	codification	noun
codified	codified	adjective
codified	codify	verb
codifieder	codified	adjective
codifiedest	codified	adjective
codifies	codify	verb
codify	codify	verb
codifying	codify	verb
coding	code	verb
coding	coding	noun
coding's	coding	noun
codings	coding	noun
codings'	coding	noun
cods	cod	noun
cods'	cod	noun
coeducation	coeducation	noun
coeducation's	coeducation	noun
coeducational	coeducational	adjective
coeducationaler	coeducational	adjective
coeducationalest	coeducational	adjective
coefficient	coefficient	noun
coefficient's	coefficient	noun
coefficients	coefficient	noun
coefficients'	coefficient	noun
coerce	coerce	verb
coerced	coerce	verb
coerces	coerce	verb
coercing	coerce	verb
coercion	coercion	noun
coercion's	coercion	noun
coercions	coercion	noun
coercions'	coercion	noun
coercive	coercive	adjective
coerciver	coercive	adjective
coercivest	coercive	adjective
coexist	coexist	verb
coexisted	coexist	verb
coexistence	coexistence	noun
coexistence's	coexistence	noun
coexistences	coexistence	noun
coexistences'	coexistence	noun
coexisting	coexist	verb
coexisting	coexisting	adjective
coexistinger	coexisting	adjective
coexistingest	coexisting	adjective
coexists	coexist	verb
coffee	coffee	noun
coffee's	coffee	noun
coffeehouse	coffeehouse	noun
coffeehouse's	coffeehouse	noun
coffeehouses	coffeehouse	noun
coffeehouses'	coffeehouse	noun
coffees	coffee	noun
coffees'	coffee	noun
coffin	coffin	noun
coffin's	coffin	noun
coffins	coffin	noun
coffins'	coffin	noun
cofounder	cofounder	noun
cofounder's	cofounder	noun
cofounders	cofounder	noun
cofounders'	cofounder	noun
cog	cog	noun
cog's	cog	noun
cogent	cogent	adjective
cogenter	cogent	adjective
cogentest	cogent	adjective
cognac	cognac	noun
cognac's	cognac	noun
cognacs	cognac	noun
cognacs'	cognac	noun
cognate	cognate	adjective
cognate	cognate	noun
cognate's	cognate	noun
cognater	cognate	adjective
cognates	cognate	noun
cognates'	cognate	noun
cognatest	cognate	adjective
cognition	cognition	noun
cognition's	cognition	noun
cognitions	cognition	noun
cognitions'	cognition	noun
cognitive	cognitive	adjective
cognitiver	cognitive	adjective
cognitivest	cognitive	adjective
cognizant	cognizant	adjective
cognizanter	cognizant	adjective
cognizantest	cognizant	adjective
cogs	cog	noun
cogs'	cog	noun
cohabitation	cohabitation	noun
cohabitation's	cohabitation	noun
cohabitations	cohabitation	noun
cohabitations'	cohabitation	noun
coherence	coherence	noun
coherence's	coherence	noun
coherences	coherence	noun
coherences'	coherence	noun
coherent	coherent	adjective
coherenter	coherent	adjective
coherentest	coherent	adjective
cohesion	cohesion	noun
cohesion's	cohesion	noun
cohesions	cohesion	noun
cohesions'	cohesion	noun
cohesive	cohesive	adjective
cohesiver	cohesive	adjective
cohesivest	cohesive	adjective
cohort	cohort	noun
cohort's	cohort	noun
cohorts	cohort	noun
cohorts'	cohort	noun
coil	coil	noun
coil	coil	verb
coil's	coil	noun
coiled	coil	verb
coiled	coiled	adjective
coileder	coiled	adjective
coiledest	coiled	adjective
coiling	coil	verb
coiling	coiling	adjective
coilinger	coiling	adjective
coilingest	coiling	adjective
coils	coil	noun
coils	coil	verb
coils'	coil	noun
coin	coin	noun
coin	coin	verb
coin's	coin	noun
coinage	coinage	noun
coinage's	coinage	noun
coinages	coinage	noun
coinages'	coinage	noun
coincide	coincide	verb
coincided	coincide	verb
coincidence	coincidence	noun
coincidence's	coincidence	noun
coincidences	coincidence	noun
coincidences'	coincidence	noun
coincident	coincident	adjective
coincidental	coincidental	adjective
coincidentaler	coincidental	adjective
coincidentalest	coincidental	adjective
coincidenter	coincident	adjective
coincidentest	coincident	adjective
coincides	coincide	verb
coinciding	coincide	verb
coinciding	coinciding	adjective
coincidinger	coinciding	adjective
coincidingest	coinciding	adjective
coined	coin	verb
coining	coin	verb
coins	coin	noun
coins	coin	verb
coins'	coin	noun
coke	coke	noun
coke's	coke	noun
cokes	coke	noun
cokes'	coke	noun
cola	cola	noun
cola	colon	noun
cola's	cola	noun
cola's	colon	noun
colas	cola	noun
colas'	cola	noun
cold	cold	adjective
cold	cold	noun
cold's	cold	noun
colder	cold	adjective
coldest	cold	adjective
colds	cold	noun
colds'	cold	noun
colic	colic	noun
colic's	colic	noun
colics	colic	noun
colics'	colic	noun
coliseum	coliseum	noun
coliseum's	coliseum	noun
coliseums	coliseum	noun
coliseums'	coliseum	noun
collaborate	collaborate	verb
collaborated	collaborate	verb
collaborates	collaborate	verb
collaborating	collaborate	verb
collaboration	collaboration	noun
collaboration's	collaboration	noun
collaborations	collaboration	noun
collaborations'	collaboration	noun
collaborative	collaborative	adjective
collaborativer	collaborative	adjective
collaborativest	collaborative	adjective
collaborator	collaborator	noun
collaborator's	collaborator	noun
collaborators	collaborator	noun
collaborators'	collaborator	noun
collage	collage	noun
collage's	collage	noun
collagen	collagen	noun
collagen's	collagen	noun
collagens	collagen	noun
collagens'	collagen	noun
collages	collage	noun
collages'	collage	noun
collapse	collapse	noun
collapse	collapse	verb
collapse's	collapse	noun
collapsed	collapse	verb
collapses	collapse	noun
collapses	collapse	verb
collapses'	collapse	noun
collapsible	collapsible	adjective
collapsibler	collapsible	adjective
collapsiblest	collapsible	adjective
collapsing	collapse	verb
collar	collar	noun
collar	collar	verb
collar's	collar	noun
collarbone	collarbone	noun
collarbone's	collarbone	noun
collarbones	collarbone	noun
collarbones'	collarbone	noun
collard	collard	noun
collard's	collard	noun
collards	collard	noun
collards'	collard	noun
collared	collar	verb
collaring	collar	verb
collars	collar	noun
collars	collar	verb
collars'	collar	noun
collateral	collateral	adjective
collateral	collateral	noun
collateral's	collateral	noun
collateraler	collateral	adjective
collateralest	collateral	adjective
collaterals	collateral	noun
collaterals'	collateral	noun
collation	collation	noun
collation's	collation	noun
collations	collation	noun
collations'	collation	noun
colleague	colleague	noun
colleague's	colleague	noun
colleagues	colleague	noun
colleagues'	colleague	noun
collect	collect	verb
collectable	collectable	adjective
collectable	collectable	noun
collectable's	collectable	noun
collectabler	collectable	adjective
collectables	collectable	noun
collectables'	collectable	noun
collectablest	collectable	adjective
collected	collect	verb
collected	collected	adjective
collecteder	collected	adjective
collectedest	collected	adjective
collectible	collectible	adjective
collectible	collectible	noun
collectible's	collectible	noun
collectibler	collectible	adjective
collectibles	collectible	noun
collectibles'	collectible	noun
collectiblest	collectible	adjective
collecting	collect	verb
collecting	collecting	noun
collecting's	collecting	noun
collectings	collecting	noun
collectings'	collecting	noun
collection	collection	noun
collection's	collection	noun
collections	collection	noun
collections'	collection	noun
collective	collective	adjective
collective	collective	noun
collective's	collective	noun
collectiver	collective	adjective
collectives	collective	noun
collectives'	collective	noun
collectivest	collective	adjective
collectivism	collectivism	noun
collectivism's	collectivism	noun
collectivist	collectivist	adjective
collectivister	collectivist	adjective
collectivistest	collectivist	adjective
collector	collector	noun
collector's	collector	noun
collectors	collector	noun
collectors'	collector	noun
collects	collect	verb
college	college	noun
college's	college	noun
colleges	college	noun
colleges'	college	noun
collegial	collegial	adjective
collegialer	collegial	adjective
collegialest	collegial	adjective
collegiate	collegiate	adjective
collegiater	collegiate	adjective
collegiatest	collegiate	adjective
collide	collide	verb
collided	collide	verb
collider	collider	noun
collider's	collider	noun
colliders	collider	noun
colliders'	collider	noun
collides	collide	verb
colliding	collide	verb
collie	collie	noun
collie's	collie	noun
collies	collie	noun
collies'	collie	noun
collision	collision	noun
collision's	collision	noun
collisions	collision	noun
collisions'	collision	noun
colloquia	colloquium	noun
colloquia's	colloquium	noun
colloquial	colloquial	adjective
colloquialer	colloquial	adjective
colloquialest	colloquial	adjective
colloquium	colloquium	noun
colloquium's	colloquium	noun
colloquiums	colloquium	noun
colloquiums'	colloquium	noun
collusion	collusion	noun
collusion's	collusion	noun
collusions	collusion	noun
collusions'	collusion	noun
cologne	cologne	noun
cologne's	cologne	noun
colognes	cologne	noun
colognes'	cologne	noun
colon	colon	noun
colon's	colon	noun
colonel	colonel	noun
colonel's	colonel	noun
colonels	colonel	noun
colonels'	colonel	noun
colonial	colonial	adjective
colonial	colonial	noun
colonial's	colonial	noun
colonialer	colonial	adjective
colonialest	colonial	adjective
colonialism	colonialism	noun
colonialism's	colonialism	noun
colonialist	colonialist	noun
colonialist's	colonialist	noun
colonialists	colonialist	noun
colonialists'	colonialist	noun
colonials	colonial	noun
colonials'	colonial	noun
colonies	colony	noun
colonies'	colony	noun
colonisation	colonisation	noun
colonisation's	colonisation	noun
colonisations	colonisation	noun
colonisations'	colonisation	noun
colonise	colonise	verb
colonised	colonise	verb
colonised	colonised	adjective
coloniseder	colonised	adjective
colonisedest	colonised	adjective
colonises	colonise	verb
colonising	colonise	verb
colonist	colonist	noun
colonist's	colonist	noun
colonists	colonist	noun
colonists'	colonist	noun
colonization	colonization	noun
colonization's	colonization	noun
colonizations	colonization	noun
colonizations'	colonization	noun
colonize	colonize	verb
colonized	colonize	verb
colonized	colonized	adjective
colonizeder	colonized	adjective
colonizedest	colonized	adjective
colonizer	colonizer	noun
colonizer's	colonizer	noun
colonizers	colonizer	noun
colonizers'	colonizer	noun
colonizes	colonize	verb
colonizing	colonize	verb
colonnade	colonnade	noun
colonnade's	colonnade	noun
colonnaded	colonnaded	adjective
colonnadeder	colonnaded	adjective
colonnadedest	colonnaded	adjective
colonnades	colonnade	noun
colonnades'	colonnade	noun
colonoscopies	colonoscopy	noun
colonoscopies'	colonoscopy	noun
colonoscopy	colonoscopy	noun
colonoscopy's	colonoscopy	noun
colons	colon	noun
colons'	colon	noun
colony	colony	noun
colony's	colony	noun
color	color	adjective
color	color	noun
color	color	verb
color's	color	noun
coloration	coloration	noun
coloration's	coloration	noun
colorations	coloration	noun
colorations'	coloration	noun
colored	color	verb
colored	colored	adjective
coloreder	colored	adjective
coloredest	colored	adjective
colorer	color	adjective
colorest	color	adjective
colorful	colorful	adjective
colorfuler	colorful	adjective
colorfulest	colorful	adjective
coloring	color	verb
coloring	coloring	noun
coloring's	coloring	noun
colorings	coloring	noun
colorings'	coloring	noun
colorist	colorist	noun
colorist's	colorist	noun
colorists	colorist	noun
colorists'	colorist	noun
colorless	colorless	adjective
colorlesser	colorless	adjective
colorlessest	colorless	adjective
colors	color	noun
colors	color	verb
colors'	color	noun
colossal	colossal	adjective
colossaler	colossal	adjective
colossalest	colossal	adjective
colour	colour	adjective
colour	colour	noun
colour	colour	verb
colour's	colour	noun
colouration	colouration	noun
colouration's	colouration	noun
colourations	colouration	noun
colourations'	colouration	noun
coloured	colour	verb
coloured	coloured	adjective
coloureder	coloured	adjective
colouredest	coloured	adjective
colourer	colour	adjective
colourest	colour	adjective
colourful	colourful	adjective
colourfuler	colourful	adjective
colourfulest	colourful	adjective
colouring	colour	verb
colouring	colouring	noun
colouring's	colouring	noun
colourings	colouring	noun
colourings'	colouring	noun
colourless	colourless	adjective
colourlesser	colourless	adjective
colourlessest	colourless	adjective
colours	colour	noun
colours	colour	verb
colours'	colour	noun
colt	colt	noun
colt's	colt	noun
colts	colt	noun
colts'	colt	noun
column	column	noun
column's	column	noun
columnar	columnar	adjective
columnarer	columnar	adjective
columnarest	columnar	adjective
columned	columned	adjective
columneder	columned	adjective
columnedest	columned	adjective
columnist	columnist	noun
columnist's	columnist	noun
columnists	columnist	noun
columnists'	columnist	noun
columns	column	noun
columns'	column	noun
coma	coma	noun
coma's	coma	noun
comae	coma	noun
comae's	coma	noun
comas	coma	noun
comas'	coma	noun
comatose	comatose	adjective
comatoser	comatose	adjective
comatosest	comatose	adjective
comb	comb	noun
comb	comb	verb
comb's	comb	noun
combat	combat	noun
combat	combat	verb
combat's	combat	noun
combatant	combatant	adjective
combatant	combatant	noun
combatant's	combatant	noun
combatanter	combatant	adjective
combatantest	combatant	adjective
combatants	combatant	noun
combatants'	combatant	noun
combated	combat	verb
combating	combat	verb
combative	combative	adjective
combativer	combative	adjective
combativest	combative	adjective
combats	combat	noun
combats	combat	verb
combats'	combat	noun
combatted	combat	verb
combatting	combat	verb
combed	comb	verb
combed	combed	adjective
combeder	combed	adjective
combedest	combed	adjective
comber	comber	noun
comber's	comber	noun
combers	comber	noun
combers'	comber	noun
combination	combination	noun
combination's	combination	noun
combinations	combination	noun
combinations'	combination	noun
combine	combine	noun
combine	combine	verb
combine's	combine	noun
combined	combine	verb
combined	combined	adjective
